email,firstName,lastName,rollNumber,onCampus
victoria.butler@iiitg.ac.in,Victoria,Butler,BT0413,False
jesse.white@iiitg.ac.in,Jesse,White,BT0414,False
robert.ryan@iiitg.ac.in,Robert,Ryan,BT0415,False
ronnie.wood@iiitg.ac.in,Ronnie,Wood,BT0416,False
aaron.jennings@iiitg.ac.in,Aaron,Jennings,BT0417,False
michael.ashley@iiitg.ac.in,Michael,Ashley,BT0418,True
kenneth.franco@iiitg.ac.in,Kenneth,Franco,BT0419,False
gina.brooks@iiitg.ac.in,Gina,Brooks,BT0420,True
kimberly.cannon@iiitg.ac.in,Kimberly,Cannon,BT0421,True
randy.jones@iiitg.ac.in,Randy,Jones,BT0422,True
matthew.pugh@iiitg.ac.in,Matthew,Pugh,BT0423,False
desiree.watkins@iiitg.ac.in,Desiree,Watkins,BT0424,True
michael.williams@iiitg.ac.in,Michael,Williams,BT0425,False
shari.wilkins@iiitg.ac.in,Shari,Wilkins,BT0426,False
kimberly.nguyen@iiitg.ac.in,Kimberly,Nguyen,BT0427,False
shannon.clark@iiitg.ac.in,Shannon,Clark,BT0428,True
drew.peterson@iiitg.ac.in,Drew,Peterson,BT0429,False
holly.miller@iiitg.ac.in,Holly,Miller,BT0430,True
stefanie.thomas@iiitg.ac.in,Stefanie,Thomas,BT0431,False
joe.lynch@iiitg.ac.in,Joe,Lynch,BT0432,False
timothy.lopez@iiitg.ac.in,Timothy,Lopez,BT0433,False
sarah.hall@iiitg.ac.in,Sarah,Hall,BT0434,False
anthony.harris@iiitg.ac.in,Anthony,Harris,BT0435,False
douglas.white@iiitg.ac.in,Douglas,White,BT0436,True
kimberly.koch@iiitg.ac.in,Kimberly,Koch,BT0437,True
jermaine.bishop@iiitg.ac.in,Jermaine,Bishop,BT0438,True
martin.hernandez@iiitg.ac.in,Martin,Hernandez,BT0439,True
dennis.boyer@iiitg.ac.in,Dennis,Boyer,BT0440,True
valerie.shelton@iiitg.ac.in,Valerie,Shelton,BT0441,False
patricia.phillips@iiitg.ac.in,Patricia,Phillips,BT0442,False
thomas.robinson@iiitg.ac.in,Thomas,Robinson,BT0443,False
david.james@iiitg.ac.in,David,James,BT0444,False
kelly.castro@iiitg.ac.in,Kelly,Castro,BT0445,True
felicia.woods@iiitg.ac.in,Felicia,Woods,BT0446,True
patricia.myers@iiitg.ac.in,Patricia,Myers,BT0447,True
mark.wilkerson@iiitg.ac.in,Mark,Wilkerson,BT0448,True
kristopher.kim@iiitg.ac.in,Kristopher,Kim,BT0449,True
alice.taylor@iiitg.ac.in,Alice,Taylor,BT0450,True
tiffany.wyatt@iiitg.ac.in,Tiffany,Wyatt,BT0451,True
james.walton@iiitg.ac.in,James,Walton,BT0452,True
donald.glass@iiitg.ac.in,Donald,Glass,BT0453,True
stephanie.roy@iiitg.ac.in,Stephanie,Roy,BT0454,False
michael.parker@iiitg.ac.in,Michael,Parker,BT0455,True
steven.anderson@iiitg.ac.in,Steven,Anderson,BT0456,False
rebecca.zimmerman@iiitg.ac.in,Rebecca,Zimmerman,BT0457,True
brittany.torres@iiitg.ac.in,Brittany,Torres,BT0458,True
alicia.patterson@iiitg.ac.in,Alicia,Patterson,BT0459,False
joshua.morales@iiitg.ac.in,Joshua,Morales,BT0460,False
andrew.gentry@iiitg.ac.in,Andrew,Gentry,BT0461,False
matthew.taylor@iiitg.ac.in,Matthew,Taylor,BT0462,False
hannah.williams@iiitg.ac.in,Hannah,Williams,BT0463,False
joseph.johnson@iiitg.ac.in,Joseph,Johnson,BT0464,True
gloria.phillips@iiitg.ac.in,Gloria,Phillips,BT0465,False
barbara.gill@iiitg.ac.in,Barbara,Gill,BT0466,False
vanessa.johnson@iiitg.ac.in,Vanessa,Johnson,BT0467,False
mark.jackson@iiitg.ac.in,Mark,Jackson,BT0468,True
jeffrey.odom@iiitg.ac.in,Jeffrey,Odom,BT0469,False
billy.wiggins@iiitg.ac.in,Billy,Wiggins,BT0470,True
charles.jefferson@iiitg.ac.in,Charles,Jefferson,BT0471,False
ruth.french@iiitg.ac.in,Ruth,French,BT0472,True
lisa.zhang@iiitg.ac.in,Lisa,Zhang,BT0473,False
victoria.santiago@iiitg.ac.in,Victoria,Santiago,BT0474,False
robert.french@iiitg.ac.in,Robert,French,BT0475,True
keith.pugh@iiitg.ac.in,Keith,Pugh,BT0476,False
anna.lopez@iiitg.ac.in,Anna,Lopez,BT0477,False
mackenzie.ramirez@iiitg.ac.in,Mackenzie,Ramirez,BT0478,True
anthony.miles@iiitg.ac.in,Anthony,Miles,BT0479,True
amanda.thomas@iiitg.ac.in,Amanda,Thomas,BT0480,True
drew.barnes@iiitg.ac.in,Drew,Barnes,BT0481,False
peter.perez@iiitg.ac.in,Peter,Perez,BT0482,False
julie.hernandez@iiitg.ac.in,Julie,Hernandez,BT0483,True
shawn.hooper@iiitg.ac.in,Shawn,Hooper,BT0484,True
john.wilson@iiitg.ac.in,John,Wilson,BT0485,True
gary.kim@iiitg.ac.in,Gary,Kim,BT0486,False
michael.cole@iiitg.ac.in,Michael,Cole,BT0487,False
joseph.casey@iiitg.ac.in,Joseph,Casey,BT0488,False
rose.murillo@iiitg.ac.in,Rose,Murillo,BT0489,True
jessica.clark@iiitg.ac.in,Jessica,Clark,BT0490,True
stephanie.roberson@iiitg.ac.in,Stephanie,Roberson,BT0491,True
victoria.donaldson@iiitg.ac.in,Victoria,Donaldson,BT0492,True
mary.hawkins@iiitg.ac.in,Mary,Hawkins,BT0493,False
amy.griffith@iiitg.ac.in,Amy,Griffith,BT0494,False
deanna.davis@iiitg.ac.in,Deanna,Davis,BT0495,False
melanie.bartlett@iiitg.ac.in,Melanie,Bartlett,BT0496,False
justin.gentry@iiitg.ac.in,Justin,Gentry,BT0497,False
victoria.snyder@iiitg.ac.in,Victoria,Snyder,BT0498,False
mia.edwards@iiitg.ac.in,Mia,Edwards,BT0499,False
nicholas.davis@iiitg.ac.in,Nicholas,Davis,BT0500,False
angela.dillon@iiitg.ac.in,Angela,Dillon,BT0501,False
sean.morgan@iiitg.ac.in,Sean,Morgan,BT0502,False
elizabeth.mitchell@iiitg.ac.in,Elizabeth,Mitchell,BT0503,True
christine.jones@iiitg.ac.in,Christine,Jones,BT0504,False
amanda.stein@iiitg.ac.in,Amanda,Stein,BT0505,False
felicia.vargas@iiitg.ac.in,Felicia,Vargas,BT0506,True
nicole.garcia@iiitg.ac.in,Nicole,Garcia,BT0507,True
sarah.sherman@iiitg.ac.in,Sarah,Sherman,BT0508,False
roger.ibarra@iiitg.ac.in,Roger,Ibarra,BT0509,True
ryan.green@iiitg.ac.in,Ryan,Green,BT0510,False
linda.brewer@iiitg.ac.in,Linda,Brewer,BT0511,False
emily.bradley@iiitg.ac.in,Emily,Bradley,BT0512,False
makayla.sellers@iiitg.ac.in,Makayla,Sellers,BT0513,False
jeremiah.stone@iiitg.ac.in,Jeremiah,Stone,BT0514,False
randall.brown@iiitg.ac.in,Randall,Brown,BT0515,False
amy.franklin@iiitg.ac.in,Amy,Franklin,BT0516,False
elizabeth.moore@iiitg.ac.in,Elizabeth,Moore,BT0517,True
donald.johnson@iiitg.ac.in,Donald,Johnson,BT0518,False
chad.gutierrez@iiitg.ac.in,Chad,Gutierrez,BT0519,False
joshua.patel@iiitg.ac.in,Joshua,Patel,BT0520,True
peter.taylor@iiitg.ac.in,Peter,Taylor,BT0521,True
tammy.young@iiitg.ac.in,Tammy,Young,BT0522,False
ricardo.ford@iiitg.ac.in,Ricardo,Ford,BT0523,False
nicole.rivera@iiitg.ac.in,Nicole,Rivera,BT0524,True
andrew.skinner@iiitg.ac.in,Andrew,Skinner,BT0525,True
jennifer.dawson@iiitg.ac.in,Jennifer,Dawson,BT0526,True
edward.jones@iiitg.ac.in,Edward,Jones,BT0527,False
regina.perez@iiitg.ac.in,Regina,Perez,BT0528,False
matthew.wilkinson@iiitg.ac.in,Matthew,Wilkinson,BT0529,False
michael.ruiz@iiitg.ac.in,Michael,Ruiz,BT0530,True
melissa.johnston@iiitg.ac.in,Melissa,Johnston,BT0531,False
david.gross@iiitg.ac.in,David,Gross,BT0532,True
deborah.hall@iiitg.ac.in,Deborah,Hall,BT0533,False
jose.neal@iiitg.ac.in,Jose,Neal,BT0534,True
william.thompson@iiitg.ac.in,William,Thompson,BT0535,True
gary.miller@iiitg.ac.in,Gary,Miller,BT0536,True
alan.jackson@iiitg.ac.in,Alan,Jackson,BT0537,True
hannah.rojas@iiitg.ac.in,Hannah,Rojas,BT0538,False
kimberly.morris@iiitg.ac.in,Kimberly,Morris,BT0539,False
grant.yates@iiitg.ac.in,Grant,Yates,BT0540,False
erica.carney@iiitg.ac.in,Erica,Carney,BT0541,True
jeremy.fox@iiitg.ac.in,Jeremy,Fox,BT0542,False
john.clark@iiitg.ac.in,John,Clark,BT0543,True
mark.clark@iiitg.ac.in,Mark,Clark,BT0544,False
sherry.ward@iiitg.ac.in,Sherry,Ward,BT0545,True
rachel.oliver@iiitg.ac.in,Rachel,Oliver,BT0546,True
robert.wyatt@iiitg.ac.in,Robert,Wyatt,BT0547,False
jake.foster@iiitg.ac.in,Jake,Foster,BT0548,True
nicholas.joseph@iiitg.ac.in,Nicholas,Joseph,BT0549,False
stephen.shea@iiitg.ac.in,Stephen,Shea,BT0550,False
stephen.haley@iiitg.ac.in,Stephen,Haley,BT0551,False
dylan.acosta@iiitg.ac.in,Dylan,Acosta,BT0552,False
michelle.smith@iiitg.ac.in,Michelle,Smith,BT0553,False
aaron.garrett@iiitg.ac.in,Aaron,Garrett,BT0554,True
christopher.phillips@iiitg.ac.in,Christopher,Phillips,BT0555,False
keith.perez@iiitg.ac.in,Keith,Perez,BT0556,True
ryan.smith@iiitg.ac.in,Ryan,Smith,BT0557,False
david.preston@iiitg.ac.in,David,Preston,BT0558,True
daniel.smith@iiitg.ac.in,Daniel,Smith,BT0559,True
jennifer.crosby@iiitg.ac.in,Jennifer,Crosby,BT0560,False
kevin.higgins@iiitg.ac.in,Kevin,Higgins,BT0561,False
grace.davis@iiitg.ac.in,Grace,Davis,BT0562,True
jonathan.hernandez@iiitg.ac.in,Jonathan,Hernandez,BT0563,False
suzanne.dorsey@iiitg.ac.in,Suzanne,Dorsey,BT0564,False
jonathan.galvan@iiitg.ac.in,Jonathan,Galvan,BT0565,True
michael.greene@iiitg.ac.in,Michael,Greene,BT0566,False
randall.fisher@iiitg.ac.in,Randall,Fisher,BT0567,False
stanley.clayton@iiitg.ac.in,Stanley,Clayton,BT0568,False
amy.ward@iiitg.ac.in,Amy,Ward,BT0569,True
sheryl.velez@iiitg.ac.in,Sheryl,Velez,BT0570,True
kevin.wright@iiitg.ac.in,Kevin,Wright,BT0571,False
richard.gray@iiitg.ac.in,Richard,Gray,BT0572,False
michael.johnson@iiitg.ac.in,Michael,Johnson,BT0573,False
maurice.jenkins@iiitg.ac.in,Maurice,Jenkins,BT0574,False
laura.hickman@iiitg.ac.in,Laura,Hickman,BT0575,False
hayden.ortiz@iiitg.ac.in,Hayden,Ortiz,BT0576,False
don.barber@iiitg.ac.in,Don,Barber,BT0577,True
justin.proctor@iiitg.ac.in,Justin,Proctor,BT0578,True
lisa.santiago@iiitg.ac.in,Lisa,Santiago,BT0579,False
nicholas.thompson@iiitg.ac.in,Nicholas,Thompson,BT0580,False
connie.mayer@iiitg.ac.in,Connie,Mayer,BT0581,False
jennifer.lewis@iiitg.ac.in,Jennifer,Lewis,BT0582,False
sandra.rodriguez@iiitg.ac.in,Sandra,Rodriguez,BT0583,False
joshua.mason@iiitg.ac.in,Joshua,Mason,BT0584,False
william.kennedy@iiitg.ac.in,William,Kennedy,BT0585,True
felicia.walker@iiitg.ac.in,Felicia,Walker,BT0586,False
grant.deleon@iiitg.ac.in,Grant,Deleon,BT0587,False
craig.jensen@iiitg.ac.in,Craig,Jensen,BT0588,True
laura.shannon@iiitg.ac.in,Laura,Shannon,BT0589,False
amy.snyder@iiitg.ac.in,Amy,Snyder,BT0590,False
scott.dunn@iiitg.ac.in,Scott,Dunn,BT0591,True
madison.cobb@iiitg.ac.in,Madison,Cobb,BT0592,False
megan.sloan@iiitg.ac.in,Megan,Sloan,BT0593,True
david.marquez@iiitg.ac.in,David,Marquez,BT0594,True
steven.andrews@iiitg.ac.in,Steven,Andrews,BT0595,True
shane.morales@iiitg.ac.in,Shane,Morales,BT0596,False
grant.farley@iiitg.ac.in,Grant,Farley,BT0597,False
janice.jenkins@iiitg.ac.in,Janice,Jenkins,BT0598,True
alexandria.olson@iiitg.ac.in,Alexandria,Olson,BT0599,False
dorothy.schaefer@iiitg.ac.in,Dorothy,Schaefer,BT0600,True
linda.boyd@iiitg.ac.in,Linda,Boyd,BT0601,False
katherine.murphy@iiitg.ac.in,Katherine,Murphy,BT0602,True
vincent.thomas@iiitg.ac.in,Vincent,Thomas,BT0603,True
steve.hill@iiitg.ac.in,Steve,Hill,BT0604,True
renee.jackson@iiitg.ac.in,Renee,Jackson,BT0605,False
mary.russell@iiitg.ac.in,Mary,Russell,BT0606,True
kenneth.thompson@iiitg.ac.in,Kenneth,Thompson,BT0607,True
sean.jackson@iiitg.ac.in,Sean,Jackson,BT0608,True
jennifer.hayes@iiitg.ac.in,Jennifer,Hayes,BT0609,False
christopher.fuentes@iiitg.ac.in,Christopher,Fuentes,BT0610,False
dale.bradley@iiitg.ac.in,Dale,Bradley,BT0611,True
jessica.evans@iiitg.ac.in,Jessica,Evans,BT0612,False
megan.may@iiitg.ac.in,Megan,May,BT0613,True
ronald.anderson@iiitg.ac.in,Ronald,Anderson,BT0614,False
brenda.olson@iiitg.ac.in,Brenda,Olson,BT0615,True
kimberly.hickman@iiitg.ac.in,Kimberly,Hickman,BT0616,True
steven.freeman@iiitg.ac.in,Steven,Freeman,BT0617,False
john.bowen@iiitg.ac.in,John,Bowen,BT0618,False
katherine.cooper@iiitg.ac.in,Katherine,Cooper,BT0619,True
michael.morris@iiitg.ac.in,Michael,Morris,BT0620,True
andrew.nelson@iiitg.ac.in,Andrew,Nelson,BT0621,True
anthony.mack@iiitg.ac.in,Anthony,Mack,BT0622,False
angela.wright@iiitg.ac.in,Angela,Wright,BT0623,True
brian.owen@iiitg.ac.in,Brian,Owen,BT0624,False
diana.nelson@iiitg.ac.in,Diana,Nelson,BT0625,False
jacob.smith@iiitg.ac.in,Jacob,Smith,BT0626,True
heather.hill@iiitg.ac.in,Heather,Hill,BT0627,True
keith.lee@iiitg.ac.in,Keith,Lee,BT0628,True
theresa.powell@iiitg.ac.in,Theresa,Powell,BT0629,True
mark.spence@iiitg.ac.in,Mark,Spence,BT0630,False
debra.mitchell@iiitg.ac.in,Debra,Mitchell,BT0631,True
alexander.snow@iiitg.ac.in,Alexander,Snow,BT0632,False
benjamin.mclean@iiitg.ac.in,Benjamin,Mclean,BT0633,True
susan.smith@iiitg.ac.in,Susan,Smith,BT0634,False
beth.gonzales@iiitg.ac.in,Beth,Gonzales,BT0635,True
tina.walters@iiitg.ac.in,Tina,Walters,BT0636,False
marissa.smith@iiitg.ac.in,Marissa,Smith,BT0637,True
amy.ruiz@iiitg.ac.in,Amy,Ruiz,BT0638,False
elizabeth.cochran@iiitg.ac.in,Elizabeth,Cochran,BT0639,False
sarah.watson@iiitg.ac.in,Sarah,Watson,BT0640,False
david.kennedy@iiitg.ac.in,David,Kennedy,BT0641,False
kim.davis@iiitg.ac.in,Kim,Davis,BT0642,False
jeanne.martin@iiitg.ac.in,Jeanne,Martin,BT0643,False
jillian.saunders@iiitg.ac.in,Jillian,Saunders,BT0644,True
denise.cohen@iiitg.ac.in,Denise,Cohen,BT0645,False
ashley.parker@iiitg.ac.in,Ashley,Parker,BT0646,False
brandon.robinson@iiitg.ac.in,Brandon,Robinson,BT0647,True
sharon.butler@iiitg.ac.in,Sharon,Butler,BT0648,False
kimberly.smith@iiitg.ac.in,Kimberly,Smith,BT0649,False
ralph.williamson@iiitg.ac.in,Ralph,Williamson,BT0650,False
kevin.smith@iiitg.ac.in,Kevin,Smith,BT0651,False
michelle.cole@iiitg.ac.in,Michelle,Cole,BT0652,False
jennifer.warner@iiitg.ac.in,Jennifer,Warner,BT0653,True
allen.potts@iiitg.ac.in,Allen,Potts,BT0654,False
raymond.bender@iiitg.ac.in,Raymond,Bender,BT0655,True
melissa.bauer@iiitg.ac.in,Melissa,Bauer,BT0656,True
christine.bond@iiitg.ac.in,Christine,Bond,BT0657,False
gina.dixon@iiitg.ac.in,Gina,Dixon,BT0658,False
richard.padilla@iiitg.ac.in,Richard,Padilla,BT0659,False
levi.cortez@iiitg.ac.in,Levi,Cortez,BT0660,False
laura.lawson@iiitg.ac.in,Laura,Lawson,BT0661,True
alexander.vaughn@iiitg.ac.in,Alexander,Vaughn,BT0662,False
sarah.thomas@iiitg.ac.in,Sarah,Thomas,BT0663,False
denise.black@iiitg.ac.in,Denise,Black,BT0664,False
george.clark@iiitg.ac.in,George,Clark,BT0665,True
shannon.perry@iiitg.ac.in,Shannon,Perry,BT0666,False
david.richards@iiitg.ac.in,David,Richards,BT0667,False
samuel.rich@iiitg.ac.in,Samuel,Rich,BT0668,False
kelsey.stewart@iiitg.ac.in,Kelsey,Stewart,BT0669,False
rebecca.wagner@iiitg.ac.in,Rebecca,Wagner,BT0670,False
kimberly.russell@iiitg.ac.in,Kimberly,Russell,BT0671,False
charles.lester@iiitg.ac.in,Charles,Lester,BT0672,False
lindsey.murray@iiitg.ac.in,Lindsey,Murray,BT0673,True
curtis.soto@iiitg.ac.in,Curtis,Soto,BT0674,False
james.weaver@iiitg.ac.in,James,Weaver,BT0675,True
susan.roman@iiitg.ac.in,Susan,Roman,BT0676,True
phillip.phillips@iiitg.ac.in,Phillip,Phillips,BT0677,False
william.franklin@iiitg.ac.in,William,Franklin,BT0678,True
megan.mclaughlin@iiitg.ac.in,Megan,Mclaughlin,BT0679,True
joshua.johnson@iiitg.ac.in,Joshua,Johnson,BT0680,False
tracy.jones@iiitg.ac.in,Tracy,Jones,BT0681,False
lee.smith@iiitg.ac.in,Lee,Smith,BT0682,False
mary.williams@iiitg.ac.in,Mary,Williams,BT0683,True
erika.torres@iiitg.ac.in,Erika,Torres,BT0684,True
angela.brown@iiitg.ac.in,Angela,Brown,BT0685,False
karen.thornton@iiitg.ac.in,Karen,Thornton,BT0686,True
danielle.fletcher@iiitg.ac.in,Danielle,Fletcher,BT0687,True
brian.rodriguez@iiitg.ac.in,Brian,Rodriguez,BT0688,True
jeffery.hardy@iiitg.ac.in,Jeffery,Hardy,BT0689,False
elizabeth.austin@iiitg.ac.in,Elizabeth,Austin,BT0690,False
kevin.simpson@iiitg.ac.in,Kevin,Simpson,BT0691,True
todd.vang@iiitg.ac.in,Todd,Vang,BT0692,False
mark.yoder@iiitg.ac.in,Mark,Yoder,BT0693,True
robert.hernandez@iiitg.ac.in,Robert,Hernandez,BT0694,True
kevin.long@iiitg.ac.in,Kevin,Long,BT0695,True
thomas.larsen@iiitg.ac.in,Thomas,Larsen,BT0696,True
martin.yoder@iiitg.ac.in,Martin,Yoder,BT0697,True
john.anderson@iiitg.ac.in,John,Anderson,BT0698,True
jonathan.burke@iiitg.ac.in,Jonathan,Burke,BT0699,True
katrina.wilson@iiitg.ac.in,Katrina,Wilson,BT0700,False
brian.norman@iiitg.ac.in,Brian,Norman,BT0701,False
cheryl.todd@iiitg.ac.in,Cheryl,Todd,BT0702,True
brooke.sullivan@iiitg.ac.in,Brooke,Sullivan,BT0703,False
kathryn.smith@iiitg.ac.in,Kathryn,Smith,BT0704,True
caroline.murphy@iiitg.ac.in,Caroline,Murphy,BT0705,True
leslie.cox@iiitg.ac.in,Leslie,Cox,BT0706,True
reginald.buckley@iiitg.ac.in,Reginald,Buckley,BT0707,True
lindsay.miller@iiitg.ac.in,Lindsay,Miller,BT0708,True
sabrina.perkins@iiitg.ac.in,Sabrina,Perkins,BT0709,True
todd.brown@iiitg.ac.in,Todd,Brown,BT0710,True
christopher.mullins@iiitg.ac.in,Christopher,Mullins,BT0711,False
tonya.marshall@iiitg.ac.in,Tonya,Marshall,BT0712,False
gary.hernandez@iiitg.ac.in,Gary,Hernandez,BT0713,False
michael.hodge@iiitg.ac.in,Michael,Hodge,BT0714,True
jessica.miller@iiitg.ac.in,Jessica,Miller,BT0715,True
emily.bullock@iiitg.ac.in,Emily,Bullock,BT0716,True
sharon.nguyen@iiitg.ac.in,Sharon,Nguyen,BT0717,False
brooke.harris@iiitg.ac.in,Brooke,Harris,BT0718,False
dan.rivera@iiitg.ac.in,Dan,Rivera,BT0719,False
patricia.myers@iiitg.ac.in,Patricia,Myers,BT0720,True
stacy.lawson@iiitg.ac.in,Stacy,Lawson,BT0721,False
jessica.marshall@iiitg.ac.in,Jessica,Marshall,BT0722,False
jeffrey.burke@iiitg.ac.in,Jeffrey,Burke,BT0723,False
katherine.wheeler@iiitg.ac.in,Katherine,Wheeler,BT0724,True
kenneth.wood@iiitg.ac.in,Kenneth,Wood,BT0725,False
veronica.ross@iiitg.ac.in,Veronica,Ross,BT0726,False
courtney.avila@iiitg.ac.in,Courtney,Avila,BT0727,False
kenneth.chambers@iiitg.ac.in,Kenneth,Chambers,BT0728,False
christopher.gregory@iiitg.ac.in,Christopher,Gregory,BT0729,False
paul.baker@iiitg.ac.in,Paul,Baker,BT0730,True
jillian.rivera@iiitg.ac.in,Jillian,Rivera,BT0731,False
tara.lamb@iiitg.ac.in,Tara,Lamb,BT0732,False
linda.bruce@iiitg.ac.in,Linda,Bruce,BT0733,False
jason.jensen@iiitg.ac.in,Jason,Jensen,BT0734,False
sandra.brown@iiitg.ac.in,Sandra,Brown,BT0735,True
gina.hunter@iiitg.ac.in,Gina,Hunter,BT0736,False
dawn.jackson@iiitg.ac.in,Dawn,Jackson,BT0737,True
marissa.brown@iiitg.ac.in,Marissa,Brown,BT0738,True
joseph.martin@iiitg.ac.in,Joseph,Martin,BT0739,True
tonya.thompson@iiitg.ac.in,Tonya,Thompson,BT0740,False
carol.warner@iiitg.ac.in,Carol,Warner,BT0741,False
trevor.stanley@iiitg.ac.in,Trevor,Stanley,BT0742,False
sara.ellis@iiitg.ac.in,Sara,Ellis,BT0743,False
mark.miller@iiitg.ac.in,Mark,Miller,BT0744,True
james.solis@iiitg.ac.in,James,Solis,BT0745,True
patrick.gallegos@iiitg.ac.in,Patrick,Gallegos,BT0746,False
samantha.stewart@iiitg.ac.in,Samantha,Stewart,BT0747,False
bradley.rios@iiitg.ac.in,Bradley,Rios,BT0748,True
julian.williams@iiitg.ac.in,Julian,Williams,BT0749,False
deborah.stevens@iiitg.ac.in,Deborah,Stevens,BT0750,False
teresa.stephens@iiitg.ac.in,Teresa,Stephens,BT0751,False
brenda.willis@iiitg.ac.in,Brenda,Willis,BT0752,False
olivia.roman@iiitg.ac.in,Olivia,Roman,BT0753,False
ryan.simpson@iiitg.ac.in,Ryan,Simpson,BT0754,True
jennifer.summers@iiitg.ac.in,Jennifer,Summers,BT0755,False
laurie.martinez@iiitg.ac.in,Laurie,Martinez,BT0756,False
kurt.gutierrez@iiitg.ac.in,Kurt,Gutierrez,BT0757,False
wyatt.douglas@iiitg.ac.in,Wyatt,Douglas,BT0758,True
elizabeth.potter@iiitg.ac.in,Elizabeth,Potter,BT0759,True
ashley.watts@iiitg.ac.in,Ashley,Watts,BT0760,False
kelly.berry@iiitg.ac.in,Kelly,Berry,BT0761,True
ryan.mcpherson@iiitg.ac.in,Ryan,Mcpherson,BT0762,True
shawn.copeland@iiitg.ac.in,Shawn,Copeland,BT0763,False
jean.rice@iiitg.ac.in,Jean,Rice,BT0764,False
robert.dixon@iiitg.ac.in,Robert,Dixon,BT0765,False
gabrielle.johnson@iiitg.ac.in,Gabrielle,Johnson,BT0766,False
phillip.thornton@iiitg.ac.in,Phillip,Thornton,BT0767,True
julia.mooney@iiitg.ac.in,Julia,Mooney,BT0768,True
jonathan.hunt@iiitg.ac.in,Jonathan,Hunt,BT0769,False
tanner.berry@iiitg.ac.in,Tanner,Berry,BT0770,True
allison.ford@iiitg.ac.in,Allison,Ford,BT0771,False
kayla.krueger@iiitg.ac.in,Kayla,Krueger,BT0772,True
tracey.baker@iiitg.ac.in,Tracey,Baker,BT0773,False
tina.fischer@iiitg.ac.in,Tina,Fischer,BT0774,False
raymond.jenkins@iiitg.ac.in,Raymond,Jenkins,BT0775,False
teresa.dennis@iiitg.ac.in,Teresa,Dennis,BT0776,False
dustin.sloan@iiitg.ac.in,Dustin,Sloan,BT0777,True
george.anderson@iiitg.ac.in,George,Anderson,BT0778,False
kimberly.blackwell@iiitg.ac.in,Kimberly,Blackwell,BT0779,False
michael.williams@iiitg.ac.in,Michael,Williams,BT0780,False
james.eaton@iiitg.ac.in,James,Eaton,BT0781,True
hunter.brown@iiitg.ac.in,Hunter,Brown,BT0782,True
craig.cox@iiitg.ac.in,Craig,Cox,BT0783,False
richard.nguyen@iiitg.ac.in,Richard,Nguyen,BT0784,False
melissa.scott@iiitg.ac.in,Melissa,Scott,BT0785,True
charlotte.macdonald@iiitg.ac.in,Charlotte,Macdonald,BT0786,True
john.alexander@iiitg.ac.in,John,Alexander,BT0787,True
michele.jennings@iiitg.ac.in,Michele,Jennings,BT0788,True
elijah.short@iiitg.ac.in,Elijah,Short,BT0789,False
christina.jordan@iiitg.ac.in,Christina,Jordan,BT0790,True
kimberly.jenkins@iiitg.ac.in,Kimberly,Jenkins,BT0791,True
kelly.hayden@iiitg.ac.in,Kelly,Hayden,BT0792,False
kathy.kelley@iiitg.ac.in,Kathy,Kelley,BT0793,False
michelle.morgan@iiitg.ac.in,Michelle,Morgan,BT0794,True
jennifer.lee@iiitg.ac.in,Jennifer,Lee,BT0795,True
matthew.scott@iiitg.ac.in,Matthew,Scott,BT0796,False
darlene.reyes@iiitg.ac.in,Darlene,Reyes,BT0797,False
thomas.lopez@iiitg.ac.in,Thomas,Lopez,BT0798,True
john.nguyen@iiitg.ac.in,John,Nguyen,BT0799,False
kenneth.carr@iiitg.ac.in,Kenneth,Carr,BT0800,False
michelle.moore@iiitg.ac.in,Michelle,Moore,BT0801,False
david.walker@iiitg.ac.in,David,Walker,BT0802,False
kimberly.grant@iiitg.ac.in,Kimberly,Grant,BT0803,False
michelle.bush@iiitg.ac.in,Michelle,Bush,BT0804,False
rebecca.knight@iiitg.ac.in,Rebecca,Knight,BT0805,True
lori.booker@iiitg.ac.in,Lori,Booker,BT0806,True
kurt.wheeler@iiitg.ac.in,Kurt,Wheeler,BT0807,True
noah.adams@iiitg.ac.in,Noah,Adams,BT0808,False
jennifer.ellis@iiitg.ac.in,Jennifer,Ellis,BT0809,True
sherri.jefferson@iiitg.ac.in,Sherri,Jefferson,BT0810,True
kimberly.mccarty@iiitg.ac.in,Kimberly,Mccarty,BT0811,False
anthony.lopez@iiitg.ac.in,Anthony,Lopez,BT0812,False
michael.cohen@iiitg.ac.in,Michael,Cohen,BT0813,True
david.blair@iiitg.ac.in,David,Blair,BT0814,True
angelica.green@iiitg.ac.in,Angelica,Green,BT0815,False
charles.brown@iiitg.ac.in,Charles,Brown,BT0816,True
chase.barker@iiitg.ac.in,Chase,Barker,BT0817,False
kaylee.yu@iiitg.ac.in,Kaylee,Yu,BT0818,True
philip.stokes@iiitg.ac.in,Philip,Stokes,BT0819,True
adam.morrison@iiitg.ac.in,Adam,Morrison,BT0820,True
michael.crawford@iiitg.ac.in,Michael,Crawford,BT0821,True
elizabeth.martin@iiitg.ac.in,Elizabeth,Martin,BT0822,False
ana.kemp@iiitg.ac.in,Ana,Kemp,BT0823,True
haley.ortiz@iiitg.ac.in,Haley,Ortiz,BT0824,False
nicholas.jenkins@iiitg.ac.in,Nicholas,Jenkins,BT0825,True
kristen.moody@iiitg.ac.in,Kristen,Moody,BT0826,True
